Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.01166454516351223,107.17847895622253,0.0
Passive,50.0,0.012350352481007576,52.32492542266846,5.879417567352857
Active,50.0,0.014982802793383598,52.69368004798889,28.44738121681061
