Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.013205673545598984,97.2789478302002,0.0
Passive,50.0,0.014681130647659302,48.03315496444702,11.172903047811895
Active,50.0,0.017958059906959534,46.317087173461914,35.9874590640957
