Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.013081144541501999,86.04023313522339,0.0
Passive,50.0,0.013391150161623955,44.98684239387512,2.3698661775230296
Active,50.0,0.016549712046980858,43.95497965812683,26.515779979911393
