Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.013622538186609745,90.90458250045776,0.0
Passive,50.0,0.01619645021855831,44.39480495452881,18.89451140961814
Active,50.0,0.019562065601348877,44.380950927734375,43.60073969605299
