Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,8.502446871716529e-05,4.242947340011597,0.0
Passive,50.0,0.0010156602365896106,2.0469770431518555,1094.550524000584
Active,50.0,0.0010402518091723323,2.1213014125823975,1123.4734598962798
