Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.0011834159959107637,4.223675012588501,0.0
Passive,50.0,0.0037217820063233376,2.008984088897705,214.49482001120265
Active,50.0,0.00470886193215847,2.024496078491211,297.90419839090504
