Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.0004980473313480616,4.182313442230225,0.0
Passive,50.0,0.002265628194436431,2.022050142288208,354.90218536139315
Active,50.0,0.0027046161703765392,2.079535722732544,443.0440040820963
