Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.015262879431247711,87.87265872955322,0.0
Passive,50.0,0.012982072308659554,44.454617738723755,-14.943491710474097
Active,50.0,0.016049567610025406,43.22246527671814,5.15425796502793
