Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.0002195934357587248,4.205632448196411,0.0
Passive,50.0,0.0017453597392886877,2.0611815452575684,694.8141679455196
Active,50.0,0.001916596433147788,2.0200014114379883,772.7931354257881
