Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.00022257832461036742,4.472689867019653,0.0
Passive,50.0,0.0014687309740111232,2.0245773792266846,559.8715200962167
Active,50.0,0.0016472510760650039,2.0283775329589844,640.0770398234353
