Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.014996182173490524,88.93396377563477,0.0
Passive,50.0,0.019175060093402863,46.752923011779785,27.86627870725352
Active,50.0,0.022793704643845558,45.54320311546326,51.996717432114764
