Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.0006556838052347302,4.052596807479858,0.0
Passive,50.0,0.002513371640816331,2.013880968093872,283.3206830412048
Active,50.0,0.0030705383978784084,2.0278472900390625,368.2955981777188
