Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.012515027076005936,93.82460737228394,0.0
Passive,50.0,0.012718331068754196,46.16355562210083,1.6244790483756846
Active,50.0,0.01572130061686039,45.611013889312744,25.61938956569728
