Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.00024068811035249382,4.179752588272095,0.0
Passive,50.0,0.0017173646483570337,2.03981351852417,613.5228432521697
Active,50.0,0.0019006873480975628,2.044447898864746,689.6889236921418
