Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.013590092770755291,89.49437928199768,0.0
Passive,50.0,0.014743627049028873,44.12387561798096,8.488053008408366
Active,50.0,0.018308937549591064,44.6023051738739,34.72268260736469
