Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.013143131509423256,72.06930685043335,0.0
Passive,50.0,0.01507740467786789,46.14687967300415,14.71698861917203
Active,50.0,0.018405206501483917,48.482110261917114,40.036691318867966
