0.25,-0.194,0.971679988
0.25,-0.048,0.516480971
0.25,0.078,-0.703936937
0.25,0.19,-0.968515295
0.25,0.316,-0.975669513
0.25,0.35,-0.955119218
0.25,0.386,-0.926636836
0.25,0.472,-0.837199702
0.25,0.718,-0.482728758
0.25,0.812,-0.326342041
