0.75,-0.164,0.749914925
0.75,-0.118,0.786313075
0.75,-0.11,0.792525476
0.75,-0.028,0.853093629
0.75,0.272,-0.660752333
0.75,0.406,-0.544912174
0.75,0.68,-0.297377078
0.75,0.764,-0.219795904
0.75,0.856,-0.134327146
0.75,0.994,-0.005602153
