Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.0016691630007699132,4.152704477310181,0.0
Passive,50.0,0.004203088581562042,2.0183215141296387,151.80815652056378
Active,50.0,0.005491761025041342,2.033756971359253,229.01286587997868
